#project,sha,module,test,polluter,time_of_phase_0,time_of_phase_1,time_of_phase_2,time_of_phase_3,time_of_phase_4(before),time_of_phase_4(after),time_of_phase_5,time_of_phase_diffFieldAfter,polluted_field,num_of_all_fields,num_of_roots,num_of_diffFields
ConsenSys/tessera,ecdd1a2ce6412c11a8ae722d7a4527a4a66da688,eclipselink-utils,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.onDisconnectDoesNothing,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.getGeneratedVectorIsNotSupported,107.55,2.723,11.841,0,17.766,0,5.825,100.127,org.mockito.internal.progress.ThreadSafeMockingProgress.MOCKING_PROGRESS_PROVIDER,2555,2549,19
ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,cukes-http,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldReturnBodyWhenEnabledAndNoMax,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldNotReturnBodyWhenEnabledButLongerThanMaxSize,4.295,1.803,28.019,0,37.019,0,8.474,1333.247,FAIL,1599,1597,779
danfickle/openhtmltopdf,4a0612fab7b3a55e3e11d485233b063006d03b0f,openhtmltopdf-slf4j,com.openhtmltopdf.slf4j.Slf4JLoggerTest.testLogger,com.openhtmltopdf.slf4j.Slf4JLoggerTest.testLoggerWarnLevel,13.848,0.686,0,11.878,14.248,0,18.861,51.861,FAIL,1220,1220,30
dropwizard/dropwizard,07dfaed697427e208d65049f80a5d1949833b7cd,dropwizard-logging,io.dropwizard.logging.DefaultLoggingFactoryPrintErrorMessagesTest.testLogbackStatusPrinterPrintStreamIsRestoredToSystemOut,io.dropwizard.logging.ThrottlingAppenderWrapperTest.belowThrottlingLimit,3.526,0.57,1.377,0,7.959,0,1.32,12.191,FAIL,1673,1673,5
elasticjob/elastic-job-lite,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.election.ElectionListenerManagerTest.assertLeaderElectionWhenRemoveLeaderInstancePathWithAvailableServerButJobInstanceIsShutdown,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertRemoveLocalInstancePathForReconnectedRegistryCenter,3.879,1.552,5.85,0,6.243,0,3.034,31.245,io.elasticjob.lite.internal.schedule.JobRegistry.instance,968,968,17
elasticjob/elastic-job-lite,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertIsShutdownAlready,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertRemoveLocalInstancePath,3.761,1.518,6.288,0,6.308,0,3.031,24.973,io.elasticjob.lite.internal.schedule.JobRegistry.instance,964,964,14
elasticjob/elastic-job-lite,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNull,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNotNull,1.621,0.502,0.861,0,0.757,0,0.637,2.967,io.elasticjob.lite.internal.schedule.JobRegistry.instance,30,30,3
elasticjob/elastic-job-lite,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.sharding.ShardingListenerManagerTest.assertListenServersChangedJobListenerWhenIsInstanceChangeButJobInstanceIsShutdown,io.elasticjob.lite.api.JobSchedulerTest.assertInit,4.205,1.559,5.877,0,7.524,0,2.977,34.8,io.elasticjob.lite.internal.schedule.JobRegistry.instance,1174,1174,17
google/java-monitoring-client-library,3212364c3e535530c3d96e127c42d302e2c0064b,metrics,com.google.monitoring.metrics.MetricRegistryImplTest.testRegisterAndUnregister_tracksRegistrations,com.google.monitoring.metrics.MetricReporterTest.testShutDown_enqueuesBatchAndPoisonPill,11.982,0.578,2.212,0,12.893,0,1.602,97.817,com.google.monitoring.metrics.MetricRegistryImpl.INSTANCE,493,493,9
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.ClassFilterTest.transport_chunking,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,2.426,1.381,2.743,0,1.015,0,1.76,8.27,FAIL,44,44,12
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.ClassFilterTest.transport_nio,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,2.943,1.481,3.091,0,1.266,0,1.706,13.095,FAIL,44,44,13
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.ClassFilterTest.transport_non_chunking,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,3.541,3.412,3.635,0,0.903,0,2.565,8.284,FAIL,44,44,12
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.ClassFilterTest.userRequest,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,2.555,1.506,2.524,0,0.882,0,1.636,9.049,FAIL,44,44,13
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.ClassFilterTest.userRequest_singleClassLoader,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,2.46,1.448,2.807,0,0.942,0,1.528,8.897,FAIL,44,44,13
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DefaultClassFilterTest.testDefaultsNoOverride,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,9.915,16.466,8.966,0,0.985,0,9.178,6.578,FAIL,40,40,10
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DefaultClassFilterTest.testDefaultsOverrideExists,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,1.765,0.528,0.928,0,0.898,0,0.834,6.846,FAIL,40,40,10
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DiagnosedStreamCorruptionExceptionTest.blockingStreamShouldNotPreventDiagnosis,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,3.473,3.411,3.074,0,0.876,0,2.606,7.676,FAIL,43,43,11
jenkinsci/remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DiagnosedStreamCorruptionExceptionTest.exercise,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,2.372,1.347,2.077,0,0.934,0,1.608,7.514,FAIL,43,43,11
jitsi/jicofo,2cae36e1e6781b438e52156d82cc32f8dea021b9,.,org.jitsi.jicofo.XmppTest.testAllocateConference,org.jitsi.jicofo.auth.XMPPAuthenticationAuthorityTest.testXmppDomainAuthentication,8.646,3.85,28.07,0,29.855,0,3.057,0.002,FAIL,3356,null,0
jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,jnr.posix.GroupTest.getgroups,jnr.posix.EnvTest.testSetenvOverwrite,18.33,0.92,6.211,0,6.376,0,2.465,35.112,FAIL,1436,1436,30
jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,jnr.posix.NlLanginfoTest.testNlLanginfo,jnr.posix.EnvTest.testSetenvOverwrite,20.168,0.969,7.148,0,5.424,0,2.656,36.393,FAIL,1436,1436,30
jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,jnr.posix.SpawnTest.inputPipe,jnr.posix.EnvTest.testSetenvOverwrite,17.83,0.964,5.388,0,6.193,0,1.707,35.85,FAIL,1440,1440,30
jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,jnr.posix.SpawnTest.outputPipe,jnr.posix.EnvTest.testSetenvOverwrite,21.019,0.972,6.652,0,6.761,0,1.627,40.137,FAIL,1440,1440,30
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.basicProxyAuthentication,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.486,1.332,4.777,0,0.913,4.324,2.167,27.23,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,22
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.deleteWithEscapedMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,29.761,1.722,6.438,0,1.436,5.901,3.51,31.472,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,15
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.deleteWithEscapedVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,30.29,1.779,8.18,0,1.557,6.658,3.577,35.575,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.deleteWithMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.094,1.028,4.222,0,0.867,4.319,2.145,19.185,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.deleteWithVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.141,1.131,4.238,0,0.908,4.233,2.048,20.172,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithPercent,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,30.072,1.715,8.082,0,1.581,6.003,3.599,35.573,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithSpace,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.225,1.043,4.186,0,0.89,3.985,2.18,20.238,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithUnicode,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.357,1.155,4.238,0,0.873,4.198,2.078,20.315,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getWithEscapedMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.424,1.126,4.296,0,0.876,4.209,2.127,20.296,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getWithEscapedVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.242,1.097,4.412,0,0.913,4.326,2.131,20.161,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getWithMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.265,1.164,4.311,0,0.87,4.125,2.005,21.197,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,18
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.getWithVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.156,1.073,4.383,0,0.833,4.213,1.983,21.396,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,18
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.headWithEscapedMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,31.858,1.924,7.257,0,1.559,7.244,3.867,38.079,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.headWithEscapedVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.086,1.033,4.321,0,0.881,4.263,1.936,19.095,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.headWithMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,31.918,1.861,6.963,0,1.598,7.295,3.329,38.008,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.headWithVaragsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.191,1.073,4.106,0,0.973,4.344,2.17,20.221,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.postWithEscapedMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.282,1.024,4.295,0,0.833,4.196,2.237,20.37,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.postWithEscapedVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,32.65,1.935,6.824,0,1.616,7.41,4.287,40.22,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,18
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.postWithMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.385,1.125,4.255,0,0.867,4.197,2.241,21.551,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,18
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.postWithNumericQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,31.834,1.842,7.167,0,1.539,6.506,3.737,38.427,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,17
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.postWithVaragsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.382,1.063,4.505,0,0.855,4.224,2.249,19.334,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.putWithEscapedMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.253,1.086,4.4,0,0.839,4.224,2.28,19.138,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.putWithEscapedVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.336,1.148,4.165,0,0.876,4.192,2.065,21.276,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,18
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.putWithMappedQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.06,1.061,4.346,0,0.865,4.186,2.073,19.098,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.putWithVarargsQueryParams,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,31.948,1.724,7.178,0,1.597,7.898,4.702,37.219,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,16
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.singleSslSocketFactory,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.123,1.164,3.492,0,0.888,4.207,1.732,15.766,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,13
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.singleVerifier,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,2.174,1.171,3.419,0,0.921,4.208,1.833,15.36,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,13
kevinsawicki/http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.verifierAccepts,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,33.828,1.984,5.603,0,1.613,6.47,4.114,33.056,com.github.kevinsawicki.http.HttpRequest.CONNECTION_FACTORY,439,439,13
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testBasicListenerWithUnexpectedMessage,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.633,0.64,3.143,0,3.099,0,0.892,2.745,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testConstructor,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.668,0.563,2.96,0,2.935,0,0.86,2.684,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListener,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.651,0.556,3.135,0,3.101,0,0.927,2.81,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListenerDefaultConstructorThrows,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.591,0.596,2.807,0,2.961,0,0.892,2.808,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testOnMessageWithExpectedMessage,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.612,0.648,2.972,0,3.029,0,0.816,2.78,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testParametrizedConstructor,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.591,0.566,2.897,0,3.035,0,0.818,2.708,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListener,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.678,0.565,2.946,0,3.055,0,0.834,2.777,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithIncorrectOrder,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.54,0.65,3.2,0,3.024,0,0.94,2.694,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithMixedOrder,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.636,0.583,3.007,0,2.954,0,0.884,2.651,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreate,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.586,0.602,3.149,0,3.113,0,0.787,2.727,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithIncorrectOrder,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.55,0.556,3.051,0,3.047,0,0.766,2.661,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithTwo,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,1.512,0.506,2.95,0,2.959,0,0.816,2.736,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,3
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.ConfigEscapeTest.testSql1,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,43.465,1.764,5.742,0,6.767,0,3.253,35.342,com.networknt.config.Config$FileConfigImpl.DEFAULT,1022,1019,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.ConfigEscapeTest.testSql2,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,44.755,1.912,7.403,0,8.75,0,4.767,37.223,com.networknt.config.Config$FileConfigImpl.DEFAULT,1024,1021,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.ConfigEscapeTest.testValuesEscape,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,43.424,1.807,6.66,0,5.71,0,3.244,34.94,com.networknt.config.Config$FileConfigImpl.DEFAULT,1022,1019,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.TestCentralizedManagement.testMap_allowEmptyStringOverwrite,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,44.375,1.783,5.937,0,7.083,0,3.26,36.937,com.networknt.config.Config$FileConfigImpl.DEFAULT,1049,1046,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.TestCentralizedManagement.testMap_allowNullOverwrite,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,45.761,1.799,5.192,0,6.978,0,3.155,36.77,com.networknt.config.Config$FileConfigImpl.DEFAULT,1047,1044,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,config,com.networknt.config.TestCentralizedManagement.testMap_mergeApplied_mutatesInPlaceCorrectly,com.networknt.config.ConfigInjectionTest.testGetInjectValueIssue744,44.372,1.858,6.287,0,8.318,0,3.237,37.243,com.networknt.config.Config$FileConfigImpl.DEFAULT,1049,1046,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,consul,com.networknt.consul.ConsulRegistryTest.discoverService,com.networknt.consul.ConsulRegistryTest.subAndUnsubService,157.637,3.627,0,23.227,10.204,0,13.143,89.854,FAIL,1118,1113,17
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,consul,com.networknt.consul.ConsulRegistryTest.doRegisterAndAvailable,com.networknt.consul.ConsulRegistryTest.discoverService,152.465,6.934,8.88,0,10.86,0,6.1,72.481,FAIL,1119,1114,13
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,correlation,com.networknt.correlation.CorrelationHandlerTest.testGetWithoutTid,com.networknt.correlation.CorrelationHandlerTest.testGetWithoutTidNoAutogen,67.585,3.552,0,18.593,12.632,0,5.347,105.217,com.networknt.correlation.CorrelationHandler.config,3131,3120,26
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,handler,com.networknt.handler.HandlerTest.validConfig_init_handlersCreated,com.networknt.handler.HandlerTest.invalidMethod_init_throws,40.605,1.901,6.602,0,7.324,0,3.498,37.243,com.networknt.handler.Handler.config,1089,1086,14
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,portal-registry,com.networknt.portal.registry.PortalRegistryTest.discoverService,com.networknt.portal.registry.PortalRegistryTest.subAndUnsubService,247.782,3.434,0,24.785,19.443,0,13.826,119.471,FAIL,1093,1088,10
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,portal-registry,com.networknt.portal.registry.PortalRegistryTest.doRegisterAndAvailable,com.networknt.portal.registry.PortalRegistryTest.discoverService,164.296,7.085,10.426,0,10.848,0,6.974,77.517,FAIL,1117,1112,12
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,metrics,io.dropwizard.metrics.SharedMetricRegistriesTest.hasASetOfNames,io.dropwizard.metrics.SharedMetricRegistriesTest.errorsWhenDefaultAlreadySet,131.521,1.057,2.023,0,19.33,0,1.607,38.847,io.dropwizard.metrics.SharedMetricRegistries.REGISTRIES,4097,4087,5
networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,metrics,io.dropwizard.metrics.SharedMetricRegistriesTest.removesRegistries,io.dropwizard.metrics.SharedMetricRegistriesTest.errorsWhenDefaultAlreadySet,128.534,1.036,2.26,0,17.763,0,1.952,47.111,io.dropwizard.metrics.SharedMetricRegistries.REGISTRIES,4088,4078,6
openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.issues.issue112.IssueTest.shouldNotFail,com.openpojo.log.JavaLoggerTest.testToString,32.391,1.385,3.694,0,3.612,0,3.02,53.266,com.openpojo.log.LoggerFactory.loggerConstructor,355,355,21
openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.validation.test.impl.GetterTesterTest.shouldSuccessfullyValidateEvenIfLoggingFails,com.openpojo.log.JavaLoggerTest.testToString,35.404,1.589,3.923,0,3.567,0,2.781,47.239,com.openpojo.log.LoggerFactory.loggerConstructor,355,355,21
